actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
565,PT02M11.00S,2023-05-12T01:59:36.7Z,4,REGULAR,substitution,in,[],1629001,,,1610612755,84,89,2023-05-12T01:59:40Z,5620000,False,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT02M08.00S,2023-05-12T01:59:43.2Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1629001,90.98226018396846,77.94117647058823,1610612755,84,89,2023-05-12T01:59:48Z,5630000,False,140.0,32.0,1,right,MISS D. Melton 14' turnaround Shot,[1629001],1610612755.0,PHI,turnaround,,,Melton,D. Melton,,,,,Mid-Range,8-16 Right,,,14.34,Missed,,,,,,,,,,,,,,,,
567,PT02M05.00S,2023-05-12T01:59:46.1Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,84,89,2023-05-12T01:59:46Z,5640000,False,,,0,,A. Horford REBOUND (Off:0 Def:10),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,8-16 Right,,,,,566.0,10.0,10.0,0.0,,,,,,,,,,,,
568,PT01M53.00S,2023-05-12T01:59:58.2Z,4,REGULAR,3pt,Jump Shot,[],1628369,31.192509855453352,73.52941176470588,1610612738,84,92,2023-05-12T02:00:03Z,5650000,False,-118.0,241.0,1,left,J. Tatum 26' 3PT  (16 PTS) (M. Smart 6 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,26.79,Made,,,,,,,,,16.0,M. Smart,203935.0,6.0,,,,
570,PT01M37.00S,2023-05-12T02:00:20.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201935,96.36990801576873,44.36274509803921,1610612755,84,92,2023-05-12T02:00:25Z,5670000,False,-28.0,-18.0,1,right,MISS J. Harden driving Layup,[201935],1610612755.0,PHI,driving,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,3.37,Missed,,,,,,,,,,,,,,,,
571,PT01M36.00S,2023-05-12T02:00:22.2Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,84,92,2023-05-12T02:00:22Z,5680000,False,,,0,,M. Smart REBOUND (Off:2 Def:5),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,570.0,7.0,5.0,2.0,,,,,,,,,,,,
572,PT01M31.00S,2023-05-12T02:00:44.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,84,92,2023-05-12T02:00:44Z,5690000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT01M31.00S,2023-05-12T02:01:49.1Z,4,REGULAR,substitution,out,[],1630178,,,1610612738,84,92,2023-05-12T02:01:52Z,5700000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT01M31.00S,2023-05-12T02:01:49.1Z,4,REGULAR,substitution,in,[],200782,,,1610612738,84,92,2023-05-12T02:01:52Z,5710000,False,,,0,,SUB in: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT01M17.00S,2023-05-12T02:02:31.3Z,4,REGULAR,2pt,Jump Shot,[],1628369,27.11892247043363,58.57843137254902,1610612738,84,92,2023-05-12T02:02:35Z,5720000,False,-43.0,202.0,1,left,MISS J. Tatum 20' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Center,,,20.69,Missed,,,,,,,,,,,,,,,,
576,PT01M15.00S,2023-05-12T02:02:33.3Z,4,REGULAR,rebound,defensive,[],201935,,,1610612755,84,92,2023-05-12T02:02:35Z,5730000,False,,,0,,J. Harden REBOUND (Off:2 Def:5),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Center,,,,,575.0,7.0,5.0,2.0,,,,,,,,,,,,
577,PT01M07.00S,2023-05-12T02:02:41.0Z,4,REGULAR,turnover,bad pass,[],201935,,,1610612755,84,92,2023-05-12T02:02:45Z,5740000,False,,,0,,J. Harden bad pass TURNOVER (5 TO),"[201935, 1628369]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Center,,5.0,,,,,,,,,,,,,,,Tatum,1628369.0,,
578,PT01M07.00S,2023-05-12T02:02:41.0Z,4,REGULAR,steal,,[],1628369,,,1610612738,84,92,2023-05-12T02:02:43Z,5750000,False,,,0,,J. Tatum STEAL (2 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
579,PT01M07.00S,2023-05-12T02:02:46.1Z,4,REGULAR,foul,personal,[],200782,,,1610612738,84,92,2023-05-12T02:03:20Z,5760000,False,,,0,,P. Tucker take personal FOUL (2 PF),"[200782, 1628369]",1610612755.0,PHI,take,,,Tucker,P. Tucker,,,,,Above the Break 3,24+ Center,2530.0,,,,,,,,2.0,0.0,Tatum,1628369.0,,,,,,,,
581,PT00M47.80S,2023-05-12T02:03:25.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,32.90078843626807,77.20588235294117,1610612738,84,92,2023-05-12T02:03:59Z,5780000,False,-136.0,257.0,1,left,MISS J. Tatum 29' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,29.06,Missed,,,,,,,,,,,,,,,,
582,PT00M45.60S,2023-05-12T02:03:27.2Z,4,REGULAR,rebound,offensive,[],201143,,,1610612738,84,92,2023-05-12T02:03:31Z,5790000,False,,,0,,A. Horford REBOUND (Off:1 Def:10),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,,,581.0,11.0,10.0,1.0,,,,,,,,,,,,
583,PT00M37.60S,2023-05-12T02:03:36.1Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628369,26.72470433639947,12.25490196078431,1610612738,84,95,2023-05-12T02:03:45Z,5800000,False,189.0,199.0,1,left,J. Tatum 27' 3PT step back (19 PTS) (M. Smart 7 AST),"[1628369, 203935]",1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,27.4,Made,,,,,,,,,19.0,M. Smart,203935.0,7.0,,,,
585,PT00M36.60S,2023-05-12T02:03:48.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612755,84,95,2023-05-12T02:03:48Z,5820000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT00M36.60S,2023-05-12T02:04:43.2Z,4,REGULAR,substitution,out,[],201935,,,1610612755,84,95,2023-05-12T02:05:03Z,5830000,False,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT00M36.60S,2023-05-12T02:04:43.2Z,4,REGULAR,substitution,out,[],1629001,,,1610612755,84,95,2023-05-12T02:05:03Z,5840000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT00M36.60S,2023-05-12T02:04:43.2Z,4,REGULAR,substitution,out,[],202699,,,1610612755,84,95,2023-05-12T02:05:03Z,5850000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT00M36.60S,2023-05-12T02:04:43.2Z,4,REGULAR,substitution,out,[],203954,,,1610612755,84,95,2023-05-12T02:05:03Z,5860000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT00M36.60S,2023-05-12T02:04:43.2Z,4,REGULAR,substitution,out,[],200782,,,1610612755,84,95,2023-05-12T02:05:03Z,5870000,False,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT00M36.60S,2023-05-12T02:04:43.2Z,4,REGULAR,substitution,in,[],1630194,,,1610612755,84,95,2023-05-12T02:05:03Z,5880000,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT00M36.60S,2023-05-12T02:04:43.2Z,4,REGULAR,substitution,in,[],1627863,,,1610612755,84,95,2023-05-12T02:05:03Z,5890000,False,,,0,,SUB in: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT00M36.60S,2023-05-12T02:04:43.2Z,4,REGULAR,substitution,in,[],1629003,,,1610612755,84,95,2023-05-12T02:05:03Z,5900000,False,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT00M36.60S,2023-05-12T02:04:43.2Z,4,REGULAR,substitution,in,[],1630531,,,1610612755,84,95,2023-05-12T02:05:03Z,5910000,False,,,0,,SUB in: J. Springer,[1630531],1610612755.0,PHI,,,,Springer,J. Springer,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT00M36.60S,2023-05-12T02:04:43.2Z,4,REGULAR,substitution,in,[],1629667,,,1610612755,84,95,2023-05-12T02:05:03Z,5920000,False,,,0,,SUB in: J. McDaniels,[1629667],1610612755.0,PHI,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT00M22.50S,2023-05-12T02:05:31.0Z,4,REGULAR,2pt,Jump Shot,[],1630531,78.10446780551905,52.69607843137255,1610612755,86,95,2023-05-12T02:05:39Z,5930000,False,13.0,153.0,1,right,J. Springer 15' fadeaway Jump Shot (2 PTS),[1630531],1610612755.0,PHI,fadeaway,,,Springer,J. Springer,,,,,Mid-Range,8-16 Center,,,15.39,Made,,,,,,,,,2.0,,,,,,,
597,PT00M00.00S,2023-05-12T02:06:01.8Z,4,REGULAR,period,end,[],0,,,1610612738,86,95,2023-05-12T02:06:01Z,5940000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT00M00.00S,2023-05-12T02:06:03.9Z,4,REGULAR,game,end,[],0,,,0,86,95,2023-05-12T02:06:03Z,5950000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
